round,bot1,bot2,score1,score2,apple1,apple2,time
945,1,2,1,0,5,7,21.622
946,1,2,0,1,9,11,33.316
947,1,2,0,1,4,12,34.747
948,1,2,0,1,2,5,19.84
949,1,2,0,1,3,10,32.345
950,1,2,0,1,10,12,46.707
951,1,2,0,1,11,15,40.524
952,1,2,1,0,1,0,3.275
953,1,2,0,1,5,5,21.209
954,1,2,1,0,4,0,10.95
955,1,2,0,1,3,9,33.308
956,1,2,0,1,13,12,41.384
957,1,2,1,0,16,18,73.063
958,1,2,0,1,3,4,11.944
959,1,2,0,1,-1,3,5.504
960,1,2,0,1,7,11,33.13
961,1,2,1,0,3,7,15.774
962,1,2,1,0,5,5,23.624
963,1,2,1,0,3,0,5.708
964,1,2,0,1,1,4,20.789
965,1,2,1,0,0,3,6.278
966,1,2,0,1,10,8,42.606
967,1,2,0,1,8,9,35.909
968,1,2,0,1,11,19,58.389
969,1,2,1,0,6,6,22.989
970,1,2,1,0,7,11,30.923
971,1,2,0,1,10,5,31.705
972,1,2,1,0,3,5,14.979
973,1,2,0,1,1,1,9.509
974,1,2,0,1,3,8,22.418
975,1,2,0,1,4,8,28.713
976,1,2,0,1,11,7,35.355
977,1,2,0,1,8,17,49.272
978,1,2,0,1,3,8,19.385
979,1,2,0,1,5,6,22.212
980,1,2,0,1,10,17,50.191
981,1,2,0,1,10,9,41.604
982,1,2,0,1,16,18,70.393
983,1,2,0,1,11,16,45.198
984,1,2,0,1,21,21,78.115
985,1,2,0,1,10,14,63.159
986,1,2,0,1,13,14,44.415
987,1,2,0,1,6,13,41.528
988,1,2,0,1,15,17,72.436
989,1,2,1,0,5,5,13.338
990,1,2,0,1,6,8,24.615
991,1,2,0,1,1,11,20.593
992,1,2,0,1,5,9,25.878
993,1,2,1,0,5,3,13.78
994,1,2,0,1,6,4,27.857
995,1,2,1,0,3,2,5.9
996,1,2,0,1,6,16,51.704
997,1,2,0,1,11,20,59.36
998,1,2,0,1,7,7,35.306
999,1,2,0,1,6,11,38.959
