round,bot1,bot2,score1,score2,apple1,apple2,time
410,1,2,1,0,6,5,26.013
411,1,2,0,1,2,1,5.265
412,1,2,1,0,17,11,69.552
413,1,2,1,0,5,5,24.173
414,1,2,0,0,1,1,3.247
415,1,2,0,1,2,2,5.669
416,1,2,1,0,7,6,25.593
417,1,2,0,0,2,2,3.041
418,1,2,1,0,3,5,16.16
419,1,2,1,0,11,6,31.857
420,1,2,1,0,12,8,39.899
421,1,2,0,1,3,2,8.076
422,1,2,1,0,7,7,26.68
423,1,2,1,0,6,6,26.66
424,1,2,0,1,10,3,28.424
425,1,2,0,0,4,4,17.149
426,1,2,1,0,15,10,36.88
427,1,2,1,0,7,5,20.582
428,1,2,0,1,9,7,32.264
429,1,2,0,1,10,8,42.148
430,1,2,1,0,5,8,31.656
431,1,2,1,0,4,3,12.504
432,1,2,1,0,6,10,36.247
433,1,2,0,1,7,2,16.738
434,1,2,0,1,9,4,25.567
435,1,2,1,0,6,3,22.985
436,1,2,1,0,11,10,44.361
437,1,2,0,1,3,4,11.12
438,1,2,1,0,21,9,54.611
439,1,2,1,0,4,1,4.256
440,1,2,0,1,10,8,40.129
441,1,2,0,1,6,11,35.131
442,1,2,1,0,7,3,25.006
443,1,2,0,1,8,5,34.437
444,1,2,1,0,19,7,48.959
445,1,2,0,1,1,0,5.648
446,1,2,1,0,21,9,56.455
447,1,2,1,0,6,6,26.855
448,1,2,1,0,9,4,37.963
449,1,2,0,1,11,6,37.165
450,1,2,1,0,18,14,84.233
451,1,2,0,1,1,3,3.246
452,1,2,1,0,13,4,31.276
453,1,2,0,1,5,4,16.727
454,1,2,1,0,14,5,37.502
455,1,2,1,0,14,9,50.032
456,1,2,1,0,6,1,10.892
457,1,2,1,0,7,6,21.778
458,1,2,1,0,14,10,42.869
459,1,2,0,1,17,6,51.741
460,1,2,0,1,7,2,15.128
461,1,2,1,0,10,7,30.643
462,1,2,1,0,10,6,26.825
463,1,2,1,0,7,13,35.661
464,1,2,1,0,4,2,16.728
465,1,2,1,0,2,1,4.053
466,1,2,1,0,3,3,16.125
467,1,2,1,0,3,1,7.484
468,1,2,1,0,4,2,8.476
469,1,2,1,0,7,5,18.953
470,1,2,1,0,3,4,16.56
471,1,2,1,0,8,7,30.848
472,1,2,1,0,8,3,17.52
473,1,2,1,0,9,5,29.85
474,1,2,1,0,9,6,37.248
475,1,2,1,0,12,5,34.091
476,1,2,1,0,13,6,27.817
477,1,2,0,1,11,4,28.248
478,1,2,0,1,11,9,49.772
479,1,2,0,1,2,1,8.895
480,1,2,0,1,15,5,40.781
481,1,2,0,1,2,4,20.165
482,1,2,1,0,2,1,4.252
483,1,2,1,0,9,8,33.903
484,1,2,1,0,9,4,24.177
485,1,2,0,1,3,1,9.476
486,1,2,1,0,3,2,8.127
487,1,2,1,0,10,3,22.379
488,1,2,1,0,8,5,16.731
489,1,2,1,0,16,9,56.294
490,1,2,0,1,8,2,17.317
491,1,2,1,0,10,5,25.409
492,1,2,1,0,9,5,26.465
493,1,2,1,0,11,5,31.466
494,1,2,1,0,5,3,29.228
495,1,2,1,0,21,10,49.0
496,1,2,1,0,16,10,46.015
497,1,2,0,1,4,4,22.81
498,1,2,1,0,12,10,56.307
499,1,2,1,0,6,9,33.571
500,1,2,0,1,2,0,4.451
501,1,2,1,0,3,5,9.273
502,1,2,0,1,10,15,48.97
503,1,2,1,0,2,1,3.231
504,1,2,1,0,15,7,42.593
505,1,2,1,0,5,3,18.546
506,1,2,1,0,5,3,10.879
507,1,2,1,0,6,5,17.938
508,1,2,1,0,12,11,54.247
509,1,2,1,0,15,11,43.176
510,1,2,1,0,5,3,12.548
511,1,2,1,0,14,4,32.877
512,1,2,1,0,16,6,40.365
513,1,2,0,1,1,1,6.873
514,1,2,1,0,3,1,8.484
515,1,2,1,0,6,14,43.918
516,1,2,1,0,9,2,21.163
517,1,2,0,1,10,14,47.064
518,1,2,0,0,1,1,3.062
519,1,2,1,0,22,12,69.017
520,1,2,0,1,13,8,46.831
521,1,2,1,0,6,4,18.548
522,1,2,0,1,5,6,20.203
523,1,2,1,0,12,7,35.523
524,1,2,1,0,7,6,27.916
525,1,2,0,1,3,0,6.069
526,1,2,0,1,0,0,3.682
527,1,2,1,0,9,6,28.034
528,1,2,1,0,5,0,7.066
529,1,2,1,0,11,5,31.074
530,1,2,0,1,0,0,3.683
531,1,2,0,0,3,3,5.052
532,1,2,1,0,17,10,53.875
533,1,2,1,0,12,10,52.05
534,1,2,1,0,4,4,16.724
535,1,2,1,0,19,16,64.935
536,1,2,1,0,14,12,38.446
537,1,2,1,0,4,4,17.748
538,1,2,1,0,15,9,42.551
539,1,2,0,0,1,1,8.324
540,1,2,0,1,6,8,27.684
541,1,2,1,0,11,7,38.569
542,1,2,1,0,13,8,38.504
543,1,2,1,0,16,10,61.29
544,1,2,1,0,4,2,9.935
545,1,2,1,0,9,1,23.394
546,1,2,0,1,3,5,12.931
547,1,2,1,0,4,6,19.408
548,1,2,1,0,12,14,63.744
549,1,2,0,1,5,11,25.227
550,1,2,0,1,6,2,23.629
551,1,2,1,0,2,5,11.93
552,1,2,0,1,3,0,6.262
553,1,2,0,1,5,3,8.905
554,1,2,1,0,5,2,12.701
555,1,2,1,0,8,5,30.228
556,1,2,1,0,14,10,50.304
557,1,2,1,0,7,8,35.162
558,1,2,1,0,13,6,35.752
559,1,2,0,1,9,2,15.327
560,1,2,1,0,8,5,21.176
561,1,2,1,0,17,11,67.777
562,1,2,1,0,15,11,45.553
563,1,2,0,1,3,1,6.065
564,1,2,1,0,7,5,17.358
565,1,2,1,0,14,11,41.988
566,1,2,0,1,14,16,53.438
567,1,2,0,0,1,1,3.049
568,1,2,0,1,3,3,8.471
569,1,2,0,1,2,0,3.646
570,1,2,0,1,0,1,7.255
571,1,2,1,0,6,2,27.452
572,1,2,1,0,6,4,16.968
573,1,2,1,0,16,12,53.172
574,1,2,1,0,19,10,53.357
575,1,2,0,0,2,2,13.34
576,1,2,1,0,17,4,42.369
577,1,2,1,0,3,2,10.11
578,1,2,0,1,15,6,39.961
579,1,2,1,0,8,6,26.852
580,1,2,0,0,3,3,7.875
581,1,2,1,0,11,7,24.915
582,1,2,1,0,5,4,17.783
583,1,2,1,0,15,12,56.338
584,1,2,1,0,16,10,44.835
585,1,2,1,0,9,2,24.24
586,1,2,1,0,8,8,36.514
587,1,2,1,0,3,1,5.055
588,1,2,1,0,24,16,70.353
589,1,2,0,1,14,10,37.8
590,1,2,1,0,14,12,57.696
591,1,2,0,1,1,2,5.445
592,1,2,0,1,3,7,16.535
593,1,2,1,0,13,9,48.028
594,1,2,0,1,9,11,38.929
595,1,2,0,0,3,3,12.351
596,1,2,1,0,3,4,16.782
597,1,2,1,0,5,3,19.335
598,1,2,0,0,4,4,10.34
599,1,2,0,1,15,19,69.392
600,1,2,0,1,6,8,29.249
601,1,2,1,0,5,2,13.727
602,1,2,0,1,5,9,22.997
603,1,2,0,1,23,14,67.963
604,1,2,0,1,1,2,2.838
605,1,2,0,1,20,11,56.249
606,1,2,1,0,3,1,6.499
607,1,2,1,0,16,14,62.902
608,1,2,0,1,2,3,8.884
609,1,2,0,1,3,4,10.293
610,1,2,1,0,7,3,20.041
611,1,2,1,0,8,4,19.345
612,1,2,1,0,5,4,17.977
613,1,2,1,0,8,1,23.632
614,1,2,1,0,5,3,8.514
615,1,2,1,0,2,1,3.636
616,1,2,1,0,5,1,12.942
617,1,2,0,1,9,9,39.894
618,1,2,1,0,4,11,31.434
619,1,2,0,1,3,4,8.709
620,1,2,1,0,19,13,63.748
621,1,2,1,0,5,3,14.166
622,1,2,1,0,12,8,40.703
623,1,2,1,0,3,2,18.948
624,1,2,0,1,1,3,4.657
625,1,2,1,0,2,1,11.305
626,1,2,1,0,12,3,30.024
627,1,2,0,1,8,4,34.142
628,1,2,0,1,6,1,8.479
629,1,2,0,1,1,2,4.469
630,1,2,0,1,21,14,63.887
631,1,2,1,0,13,11,52.026
632,1,2,1,0,22,13,69.256
633,1,2,0,1,9,5,29.068
634,1,2,1,0,3,3,19.83
635,1,2,1,0,15,12,58.483
636,1,2,1,0,11,8,49.445
637,1,2,1,0,19,8,54.72
638,1,2,1,0,14,13,55.449
639,1,2,0,0,2,2,5.685
640,1,2,1,0,14,9,48.061
641,1,2,0,1,17,11,65.515
642,1,2,0,1,5,6,19.188
643,1,2,1,0,20,10,56.683
644,1,2,0,1,5,1,16.529
645,1,2,1,0,13,9,41.328
646,1,2,0,1,2,6,10.717
647,1,2,0,1,11,5,34.184
648,1,2,1,0,7,7,22.637
649,1,2,0,1,3,5,13.108
650,1,2,0,0,3,3,14.931
651,1,2,1,0,3,2,11.714
652,1,2,1,0,10,8,33.734
653,1,2,0,1,10,7,31.295
654,1,2,1,0,3,1,6.916
655,1,2,0,1,13,9,39.083
656,1,2,1,0,11,6,45.941
657,1,2,1,0,11,6,43.927
